year,award,category,name,result,yob,age,gender,film,film_id,character_id,person_id
2018,GOPO,BD,Nae Caranfil,N,1960,58,M,"6,9 pe scara Richter",RO2017_004,,
2018,GOPO,BD,Călin Peter Netzer,N,1975,43,M,"Ana, mon amour",RO2017_005,,
2018,GOPO,BD,Iulia Rugina,N,1982,36,F,Breaking News,RO2017_007,,
2018,GOPO,BD,Adrian Sitaru,N,1971,47,M,Fixeur,RO2017_008,,
2018,GOPO,BD,Daniel Sandu,A,1977,41,M,Un pas în urma serafimilor,RO2017_003,,
2017,GOPO,BD,Adrian Sitaru,N,1971,46,M,Ilegitim,RO2016_005,,
2017,GOPO,BD,Radu Jude,N,1977,40,M,Inimi cicatrizate,RO2016_008,,
2017,GOPO,BD,Cristi Puiu,A,1967,50,M,Sieranevada,RO2016_003,,
2017,GOPO,BD,Bogdan Mirică,N,1978,39,M,Câini,RO2016_004,,
2016,GOPO,BD,Dan Chișu,N,1955,51,M,București non stop,RO2015_006,,
2016,GOPO,BD,Tudor Giurgiu,N,1972,44,M,De ce eu?,RO2015_002,,
2016,GOPO,BD,Radu Jude,A,1977,39,M,Aferim!,RO2015_001,,
2016,GOPO,BD,Radu Muntean,N,1971,45,M,Un etaj mai jos,RO2015_008,,
2016,GOPO,BD,Corneliu Porumboiu,N,1974,42,M,Comoara,RO2015_005,,
2015,GOPO,BD,Corneliu Porumboiu,N,1974,41,M,Al doilea joc,RO2014_012,,
2015,GOPO,BD,Nae Caranfil,A,1960,55,M,Closer to the moon,RO2014_004,,
2015,GOPO,BD,Andrei Gruzsniczki,N,1962,53,M,Quod Erat Demonstrandum,RO2014_011,,
2024,MMD,BD,Lajos Koltai,A,1946,78,M,Semmelweis,HU2023_001,,
2024,MMD,BD,Barnabás Tóth,N,1977,47,M,Mesterjátszma,HU2023_011,,
2024,MMD,BD,Dániel Hevér,N,,,M,Valami madarak,HU2023_016,,
2023,MMD,BD,Sándor Csoma,A,1985,38,M,Magasságok és mélységek,HU2022_008,,
2023,MMD,BD,Noémi Veronika Szakonyi,N,,,F,Hat hét,HU2023_009,,
2023,MMD,BD,Szilárd Bernáth,N,,,M,Larry,HU2022_006,,
2023,MMD,BD,Yvonne Kerékgyártó,N,1989,34,F,Együtt kezdtük,HU2022_004,,
2023,MMD,BD,Ádám Tősér,N,1980,43,M,Blokád,HU2022_003,,
2022,MMD,BD,Péter Fazakas,N,1967,55,M,A játszma,HU2022_007,,
2022,MMD,BD,Kristóf Deák,N,1982,40,M,Az unoka,HU2021_004,,
2022,MMD,BD,Ildikó Enyedi,A,1955,67,F,A feleségem története,HU2021_008,,
2022,MMD,BD,Gábor Zsigmond Papp,N,1966,56,M,Bereményi kalapja,HU2022_014,,
2022,MMD,BD,Károly Eperjes,N,1954,68,M,Magyar Passió,HU2021_009,,
2021,MMD,BD,Lili Horvát,N,1982,39,F,Felkészülés meghatározatlan ideig tartó együttlétre,HU2020_004,,
2021,MMD,BD,Gábor Herendi,N,1960,61,M,Toxikoma,HU2021_003,,
2021,MMD,BD,Cecília Felméri,N,1978,43,F,Spirál,HU2021_017,,
2020,MMD,BD,Béla Bagota,N,1985,35,M,Valan - Az angyalok völgye,HU2019_007,,
2020,MMD,BD,Márk Bodzsár,N,1983,37,M,Drakulics elvtárs,HU2019_003,,
2020,MMD,BD,György Mór Kárpáti,N,1984,36,M,Guerilla,HU2019_013,,
2020,MMD,BD,Attila Szász,N,1972,48,M,Apró mesék,HU2019_005,,
2020,MMD,BD,Barnabás Tóth,A,1977,43,M,Akik maradtak,HU2019_004,,
2019,MMD,BD,Gábor Reisz,A,1980,39,M,Rossz versek,HU2018_003,,
2019,MMD,BD,Krisztina Goda,N,1970,49,F,BÚÉK,HU2018_002,,
2019,MMD,BD,Mihály Schwechtje,N,1978,41,M,Remélem legközelebb sikerül meghalnod :),HU2018_010,,
2019,MMD,BD,Zsófia Szilágyi,N,1978,41,F,Egy nap,HU2018_009,,
2019,MMD,BD,Károly Ujj Mészáros,N,1968,51,M,X – A rendszerből törölve,HU2018_007,,
2018,MMD,BD,Ildikó Enyedi,A,1955,63,F,Testről és lélekről,HU2017_004,,
2018,MMD,BD,Nimród Antal,N,1973,45,M,A Viszkis,HU2017_002,,
2018,MMD,BD,Kornél Mundruczó,N,1975,43,M,Jupiter holdja,HU2017_011,,
2018,MMD,BD,Ferenc Török,N,1971,47,M,1945,HU2017_008,,
2018,MMD,BD,Roland Vranik,N,1968,50,M,Az állampolgár,HU2017_010,,
2017,MMD,BD,Árpád Sopsits,A,1952,65,M,A martfűi rém,HU2016_002,,
2017,MMD,BD,János Edelényi,N,1948,69,M,The Carer,GB2016_027,,
2017,MMD,BD,Attila Gigor,N,1978,39,M,Kút,HU2016_007,,
2017,MMD,BD,Isti Madarász,N,1976,41,M,Hurok,HU2016_006,,
2017,MMD,BD,Attila Till,N,1971,46,M,Tiszta szívvel,HU2016_003,,
2016,MMD,BD,Károly Ujj Mészáros,A,1968,48,M,"Liza, a rókatündér",HU2015_002,,
2016,MMD,BD,Ibolya Fekete,N,1951,65,F,Anyám és más futóbolondok a családból,HU2015_004,,
2016,MMD,BD,György Pálfi,N,1974,42,M,Szabadesés,HU2014_007,,
2016,MMD,BD,Gábor Reisz,N,1980,36,M,VAN valami furcsa és megmagyarázhatatlan,HU2014_003,,
2019,EFA,BD,Yorgos Lanthimos,A,1973,46,M,The Favourite,GB2019_094,,
2019,EFA,BD,Roman Polanski,N,1933,86,M,J'accuse,FR2019_187,,
2019,EFA,BD,Pedro Almodóvar,N,1949,70,M,Dolor y Gloria,ES2019_003,,
2019,EFA,BD,Marco Bellocchio,N,1939,80,M,Il traditore,IT2019_008,,
2018,EFA,BD,Matteo Garrone,N,1968,50,M,Dogman,IT2018_012,,

2018,EFA,BD,Alice Rohrwacher,N,1981,37,F,Lazzaro felice,IT2018_035,,
