film_id,nat_title,eng_title,director,release_type,release_date,film_type,Close viewing?,,,,,,,,,,,,,,,,,,
IT2022_008,Siccità,,Paolo Virzì,THE,29/9/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_009,Vicini di casa,,Paolo Costella,THE,12/01/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_010,Il sesso degli angeli,,Leonardo Pieraccioni,THE,21/04/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_011,Diabolik - Ginko all'attacco!,,"Marco Manetti, Antonio Manetti",THE,17/11/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_012,Il Principe di Roma,,Edoardo Falcone,THE,17/11/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_013,Astolfo,,Gianni Di Gregorio,THE,20/10/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_014,Ti mangio il cuore,,Pippo Mezzapesa,THE,22/09/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_015,Esterno notte - Parte 1,,Marco Bellocchio,THE,18/05/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_016,C'era una volta il crimine,,Massimiliano Bruno,THE,03/10/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_017,Settembre,,Giulia Steigerwalt,THE,09/05/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_018,Quasi orfano,,Umberto Carteni,THE,10/06/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_019,Margini,,Niccolò Falsetti,THE,15/9/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_020,Esterno notte - Parte 2,,Marco Bellocchio,THE,06/09/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_021,Tutti a bordo,,Luca Miniero,THE,29/9/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_022,Alla vita (Tu choisiras la vie),,Stéphane Freiss,THE,16/06/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_023,Leonora addio,,Paolo Taviani,THE,17/2/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_024,Il giorno più bello,,Andrea Zalone,THE,06/09/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_025,La mia ombra è tua,,Eugenio Cappuccio,THE,29/6/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_026,Altrimenti ci arrabbiamo,,"Niccolò Celaia, Antonio Usbergo, aka Younuts",THE,23/3/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_027,Per niente al mondo,,Ciro D'Emilio,THE,07/07/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_028,Piano Piano,,Nicola Prosatore,THE,13/10/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_029,Orlando,,Daniele Vicari,THE,12/01/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_030,Una boccata d'aria,,Alessio Lauria,THE,07/07/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_031,Una femmina,,Francesco Costabile,THE,17/2/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_032,Gigi la legge,,Alessandro Comodin,FES,08/08/2022,D,,,,,,,,,,,,,,,,,,,
IT2022_033,Acqua e anice,,Corrado Ceron,THE,09/08/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_034,Piove,,Paolo Strippoli,THE,11/10/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_035,La cena perfetta,,Davide Minnella,THE,26/4/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_036,Aiuto! È Natale!,Save Christmas,Kristoph Tassin,THE,12/01/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_037,Marcel!,,Jasmine Trinca,THE,06/01/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_038,La Ballata dei Gusci Infranti,,Federica Biondi,THE,31/03/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_039,Bentu,,Salvatore Mereu,THE,15/09/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_040,The Land of Dreams,,Nicola Abbatangelo,THE,11/10/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_041,Il mio amico Massimo,,Alessandro Bencivenga,THE,15/12/2022,D,,,,,,,,,,,,,,,,,,,
IT2022_042,The Christmas Show,,Alberto Ferrari,THE,17/11/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_043,Spaccaossa,,Vincenzo Pirrotta,THE,24/11/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_044,La California,,Cinzia Bomoll,THE,24/11/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_045,Sposa in rosso,,Gianni Costantino,THE,"August, 4, 2022",F,,,,,,,,,,,,,,,,,,,
IT2022_046,Il Cristo in gola,,Antonio Rezza,THE,27/11/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_047,Vetro,,Domenico Croce,THE,"April 7, 2022",F,,,,,,,,,,,,,,,,,,,
IT2022_048,"Franco Zeffirelli, Conformista Ribelle",,Anselma Dell'Olio,THE,24/10/2022,D,,,,,,,,,,,,,,,,,,,
IT2022_049,Sulle nuvole,,Tommaso Paradiso,THE,26/04/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_050,The Hanging Sun Il Sole di mezzanotte,,Francesco Carrozzini,THE,"September 9, 2022",F,,,,,,,,,,,,,,,,,,,
IT2022_051,Quel posto nel tempo,,Giuseppe Alessio Nuzzo,THE,"October 3, 2022",F,,,,,,,,,,,,,,,,,,,
IT2022_052,Io lo so chi siete,,Alessandro Colizzi,THE,21/03/2022,D,,,,,,,,,,,,,,,,,,,
IT2022_053,Takeaway,,Renzo Carbonera,THE,"January 20, 2022",F,,,,,,,,,,,,,,,,,,,
IT2022_054,Femminile Singolare,,"Elena Beatrice, James Bort, Rafael Farina Issas, Kristian Gianfreda, Daniele Lince, Adriano Morelli, Matteo Pianezzi, More Raca",THE,"May 11, 2022",F,,,,,,,,,,,,,,,,,,,
IT2022_055,The Last Ride of the Wolves,,Alberto De Michele,FES,"February 3, 2022",F,,,,,,,,,,,,,,,,,,,
IT2022_056,Amma’s Way – Un abbraccio al mondo,,Anna Agnelli,THE,"May 2, 2022",D,,,,,,,,,,,,,,,,,,,
IT2022_057,Se fate i bravi,,"Stefano Collizzolli, Daniele Gaglianone",THE,"November 9, 2022",D,,,,,,,,,,,,,,,,,,,
IT2022_058,L'angelo dei muri,,Lorenzo Bianchini,THE,19/05/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_059,Il tempo rimasto,,Daniele Gaglianone,THE,20/1/2022,D,,,,,,,,,,,,,,,,,,,
IT2022_060,Le voci sole,,"Andrea Brusa, Marco Scotuzzi",THE,"July 4, 2022",F,,,,,,,,,,,,,,,,,,,
IT2022_061,Con chi viaggi,,"Niccolò Celaia, Antonio Usbergo, aka Younuts",THE,23/05/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_062,Quattordici giorni - Una storia d'amore,,Ivan Cotroneo,THE,24/08/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_063,Il mammone,,Giovanni Bognetti,THE,"August 3, 2022",F,,,,,,,,,,,,,,,,,,,
IT2022_064,Porpora,,Roberto Cannavò,THE,"January 12, 2022",F,,,,,,,,,,,,,,,,,,,
IT2022_065,L'Onda Lunga: storia extra ordinaria di un'associazione,,Francesco Ranieri Martinotti,THE,19/04/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_066,My Soul Summer,,Fabio Mollo,THE,24/10/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_067,Gli anni belli,,Lorenzo d'Amico de Carvalho,THE,"February 8, 2022",F,,,,,,,,,,,,,,,,,,,
IT2022_068,Last Stop before Chocolate Mountain,,Susanna della Sala,THE,"December 4, 2022",F,,,,,,,,,,,,,,,,,,,
IT2022_069,Er gol de Turone era bono,,"Lorenzo Rossi Espagnet, Francesco Miccichè",THE,24/10/2022,D,,,,,,,,,,,,,,,,,,,
IT2022_070,Mindemic,,Giovanni Basso,THE,15/06/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_071,(Im)perfetti Criminali,,Alessio Maria Federici,THE,"April 21, 2022",D,,,,,,,,,,,,,,,,,,,
IT2022_072,"Paisan, ciao",,"Francesco Conversano, Nene Grignaffini",THE,"April 5, 2022",D,,,,,,,,,,,,,,,,,,,
IT2022_073,Amici per la pelle,, Pierluigi Di Lallo,THE,27/10/2022,F,,,,,,,,,,,,,,,,,,,
IT2022_074,Von Scerscen - Diario di un'indagine,,Mirko Sotgiu,THE,24/02/2022,D,,,,,,,,,,,,,,,,,,,
IT2022_075,The Importance of Being an Architect,,Giorgio Ferrero,THE,29/04/2022,D,,,,,,,,,,,,,,,,,,,
IT2022_076,La Banda del Buffardello e il manoscritto di Leonardo da Vinci,,Mario Chiavalin,THE,"March 24, 2022",F,,,,,,,,,,,,,,,,,,,
IT2022_077,I cassamortari,,Claudio Amendola,THE,"March 7, 2022",F,,,,,,,,,,,,,,,,,,,
IT2022_078,Din Don - Il paese dei balocchi,,Paolo Geremei,THE,"March 7, 2022",F,,,,,,,,,,,,,,,,,,,
IT2022_079,Falla girare,,Giampaolo Morelli,THE,"November 29, 2022",F,,,,,,,,,,,,,,,,,,,
IT2022_080,Troppa famiglia!,,Pierluigi Di Lallo,THE,"July 7, 2022",F,,,,,,,,,,,,,,,,,,,
IT2022_081,Ennio,,Giuseppe Tornatore,THE,"January 17, 2022",D,,,,,,,,,,,,,,,,,,,
FR2020_001,Les Vétos,The Vets,Julie Manoukian,THE,01/01/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_002,Play,,Anthony Marciano,THE,01/01/2020,F,NO,,,,,,,,,,,,,,,,,,
FR2020_003,Sol,,Jézabel Marques,THE,08/01/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_004,Merveilles à Montfermeil,Wonders in the Suburbs,Jeanne Balibar,THE,08/01/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_005,L'Autre,The Other,Charlotte Dauphin,THE,08/01/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_006,Une belle équipe,Quenns of the Field,Mohamed Hamidi,THE,15/01/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_007,Selfie,,"Thomas Bidegain, Cyril Gelblat, Tristan Aurouet, Marc Fitoussi, Vianney Lebasque",THE,15/01/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_008,Je ne rêve que de vous,An Irrepressible Woman,Laurent Heynemann,THE,15/01/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_009,Douze Mille,Twelve Thousand,Nadège Trebal,THE,15/01/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_010,Je voudrais que quelqu'un m'attende quelque part,I Wish Someone Were Waiting for Me Somewhere,Arnaud Viard,THE,22/01/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_011,Qu'un sang impur...,The Breitner Commando,Abdel Raouf Dafri,THE,22/01/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_012,Pygmalionnes,Pygmalions,Quentin Delcourt,THE,22/01/2020,D,YES,,,,,,,,,,,,,,,,,,
FR2020_013,L'Affaire Marvin,,Lewis Eizykman,THE,22/01/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_014,Le Lion,The Lion,Ludovic Colbeau-Justin,THE,29/01/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_015,Les Traducteurs,The Translators,Régis Roinsard,THE,29/01/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_016,L'Esprit de famille,The Father Figure,Éric Besnard,THE,29/01/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_017,Cuban Network,Wasp Network,Olivier Assayas,THE,29/01/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_018,Revenir,Back Home,Jessica Palud,THE,29/01/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_019,Les Mélancolies de Sade,Mélancolies de Sade,Guy Marignane,THE,29/01/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_020,Ducobu 3,,Elie Semoun,THE,05/02/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_021,#jesuislà,#Iamhere,Eric Lartigau,THE,05/02/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_022,Notre-Dame du Nil,Our Lady of the Nile,Atiq Rahimi,THE,05/02/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_023,Soumaya,,"Ubaydah Abu-Usayd, Waheed Khan",THE,05/02/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_024,J'ai retrouvé Christian B.,,Alain Fleischer,THE,05/02/2020,D,YES,,,,,,,,,,,,,,,,,,
FR2020_025,Le Prince oublié,The Lost Prince,Michel Hazanavicius,THE,12/02/2020,F,NO,,,,,,,,,,,,,,,,,,
FR2020_026,Un divan à Tunis,Arab Blues,Manele Labidi,THE,12/02/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_027,La Fille au bracelet,The Girl with a Bracelet,Stéphane Demoustier,THE,12/02/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_028,Deux,Two of Us,Filippo Meneghetti,THE,12/02/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_029,10 jours sans maman,10 Days with Dad,Ludovic Bernard,THE,19/02/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_030,Amare Amaro,,Julien Paolini ,THE,19/02/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_031,Lucky,,Olivier Van Hoofstadt,THE,26/02/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_032,Mine de rien,Mine Your Own Business,Mathias Mlekuz,THE,26/02/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_033,Mes jours de gloire,My Days of Glory,Antoine de Bary,THE,26/02/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_034,L'État sauvage,Savage State,David Perrault,THE,26/02/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_035,Chut... !,,"Alain Guillon, Philippe Worms",THE,26/02/2020,D,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_036,De Gaulle,,Gabriel Le Bomin,THE,04/03/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_037,Papi Sitter,Pappy Sitter,Philippe Guillard,THE,04/03/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_038,Woman,,"Anastasia Mikova, Yann Arthus-Bertrand",THE,04/03/2020,D,YES,,,,,,,,,,,,,,,,,,
FR2020_039,La Bonne Épouse,How to Be a Good Wife,Martin Provost,THE,11/03/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_040,Une sirène à Paris,Mermaid in Paris,Mathias Malzieu,THE,11/03/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_041,Les Visages de la victoire,The Faces of Victory,Lyèce Boukhitine,THE,11/03/2020,D,YES,,,,,,,,,,,,,,,,,,
FR2020_042,Les Parfums,Perfumes,Gregory Magne,THE,01/07/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_043,Tout simplement noir,Simply Black,"John Wax, Jean-Pascal Zadi",THE,08/07/2020,F,NO,,,,,,,,,,,,,,,,,,
FR2020_044,Divorce Club,,Michaël Youn,THE,14/07/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_045,Été 85,Summer of 85,François Ozon,THE,14/07/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_046,L'Aventure des Marguerite,The Fantastic Journey of Margot and Marguerite,Pierre Coré,THE,14/07/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_047,Le Sel des larmes,The Salt of Tears,Philippe Garrel,THE,14/07/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_048,La Nuit venue,Night Ride,Frédéric Farrucci,THE,15/07/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_049,"Les Grands Voisins, la cité rêvée",,Bastien Simon,THE,22/07/2020,D,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_050,T'as pécho?,How to Make Out,Adeline Picault,THE,29/07/2020,F,NO,,,,,,,,,,,,,,,,,,
FR2020_051,Terrible Jungle,Welcome To The Jungle,"Hugo Benamozig, David Caviglioli",THE,29/07/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_052,L'Oiseau de paradis,Paradise,Paul Manate,THE,29/07/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_053,Les Blagues de Toto,Toto,Pascal Bourdiaux,THE,05/08/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_054,Just Kids,,Christophe Blanc,THE,05/08/2020,F,NO,,,,,,,,,,,,,,,,,,
FR2020_055,Voir le jour,Into the World,Marion Laine,THE,12/08/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_056,Belle-fille,The Morning After,Méliane Marcaggi,THE,19/08/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_057,Mignonnes,Cuties,Maïmouna Doucouré,THE,19/08/2020,F,NO,,,,,,,,,,,,,,,,,,
FR2020_058,Effacer l'historique,Delete History,"Benoît Delépine, Gustave Kervern",THE,26/08/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_059,Une barque sur l'océan,A Berge on the Ocean,Arnold de Parscau,THE,26/08/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_060,Poissonsexe,Sexfish,Olivier Babinet,THE,02/09/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_061,La Daronne,Mama Weed,Jean-Paul Salomé,THE,09/09/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_062,Le Bonheur des uns...,A Friendly Tale,Daniel Cohen,THE,09/09/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_063,Un soupçon d'amour,,Paul Vecchiali,THE,09/09/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_064,Cyril contre Goliath,,Thomas Bornot,THE,09/09/2020,D,YES,,,,,,,,,,,,,,,,,,
FR2020_065,Le Fantôme de Laurent Terzieff,,Jacques Richard ,THE,09/09/2020,D,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_066,Antoinette dans les Cévennes,"My Donkey, My Lover & I",Caroline Vignal,THE,16/09/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_067,"Les Choses qu'on dit, les choses qu'on fait",Love Affair(s),Emmanuel Mouret,THE,16/09/2020,F,NO,,,,,,,,,,,,,,,,,,
FR2020_068,J'irai mourir dans les Carpates,,Antoine de Maximy,THE,16/09/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_069,Africa Mia,The Mali-Cuba Connection,"Richard Minier, Édouard Salier",THE,16/09/2020,D,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_070,Trio,,Ana Dumitrescu,THE,16/09/2020,D,YES,,,,,,,,,,,,,,,,,,
FR2020_071,Les Apparences,Appearances,Marc Fitoussi,THE,23/09/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_072,Boutchou,,Adrien Piquet-Gauthier,THE,23/09/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_073,Éléonore,Just Like a Woman,Amro Hamzawi,THE,23/09/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_074,Mon cousin,My Cousin,Jan Kounen,THE,30/09/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_075,Josep,,Aurel,THE,30/09/2020,A,YES,,,,,,,,,,,,,,,,,,
FR2020_076,Un pays qui se tient sage,The Monopoly of Violence,David Dufresne,THE,30/09/2020,D,NO,,,,,,,,,,,,,,,,,,
FR2020_077,À coeur battant,The End of Love,Keren Ben Rafael,THE,30/09/2020,F,NO,,,,,,,,,,,,,,,,,,
FR2020_078,Les héros ne meurent jamais,Heroes Don't Die,Aude Léa Rapin,THE,30/09/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_079,Ma chère famille,,Benjamin Laurent,THE,06/10/2020,D,YES,,,,,,,,,,,,,,,,,,
FR2020_080,L'Enfant rêvé,Dreamchild,Raphaël Jacoulot ,THE,07/10/2020,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_081,La Puissance de l'arbre,,Ernst Zürcher,THE,07/10/2020,D,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_082,30 jours max,30 Days Left,Tarek Boudali,THE,14/10/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_083,Les Équilibristes,Balancing Art,Perrine Michel,THE,14/10/2020,D,YES,,,,,,,,,,,,,,,,,,
FR2020_084,Princesse Europe,,Camille Lotteau,THE,14/10/2020,D,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_085,Adieu les cons,Bye Bye Morons,Albert Dupontel,THE,21/10/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_086,Poly,,Nicolas Vanier,THE,21/10/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_087,Petit Vampire,Little Vampire,Joann Sfar,THE,21/10/2020,A,NO,,,,,,,,,,,,,,,,,,
FR2020_088,Miss,,Ruben Alves,THE,21/10/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_089,Le Feu sacré,,Eric Guéret,THE,21/10/2020,D,YES,,,,,,,,,,,,,,,,,,
FR2020_090,Pas en mon nom!,,Daniel Kupferstein,THE,21/10/2020,D,YES,,,,,,,,,,,,,,,,,,
FR2020_091,ADN,DNA,Maïwenn,THE,28/10/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_092,Sous les étoiles de Paris,Under the Stars of Paris,Claus Drexel,THE,28/10/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_093,Garçon chiffon,My Best Part,Nicolas Maury,THE,28/10/2020,F,YES,,,,,,,,,,,,,,,,,,
FR2020_094,Contre vents et marées,,Jean-Philippe Jacquemin,THE,28/10/2020,D,YES,,,,,,,,,,,,,,,,,,
FR2020_095,Forte,Ballsy Girl,Katia Lewkowicz,VOD, ,F,YES,,,,,,,,,,,,,,,,,,
FR2020_096,Humilitas,,"Gilles Murigneux, Valérie Bochard, Jean Claude Guillaume",THE, ,D,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_097,Les Rivières,,Mai Hua,THE, ,D,YES,,,,,,,,,,,,,,,,,,
FR2020_098,La Vertu des impondérables,,Claude Lelouch,VOD, ,F,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_099,Un pas vers vous dans l'Allier,,"Christopher Tourneur, Stefan Colomb",THE, ,D,NO,,,,,,,,,,,,,,,,,,
FR2020_100,Changer le monde,,Frank Cassenti,VOD, ,D,YES,,,,,,,,,,,,,,,,,,
FR2020_101,Ni les femmes ni la terre!,,"Marine Allard, Lucie Assemat, Coline Dhaussy",THE, ,D,MAYBE,,,,,,,,,,,,,,,,,,
FR2020_102,Les Belles Dames,,"Marion Lippmann, Sébastien Daguerressar",VOD, ,D,YES,,,,,,,,,,,,,,,,,,
FR2020_103,Homo Botanicus,,Guillermo Quintero,VOD, ,D,MAYBE,,,,,,,,,,,,,,,,,,
ES2019_001,Si yo fuera rico,If I Were a Rich Man,Álvaro Fernández Armero,THE,15/11/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_002,Mientras dure la guerra,While at War,Alejandro Amenábar,THE,27/11/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_003,Dolor y gloria,Pain and Glory,Pedro Almodóvar,THE,22/03/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_004,Perdiendo el Este,Off Course to China,Paco Caballero,THE,15/02/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_005,Quien a hierro mata,Eye for an Eye,Paco Plaza,THE,30/08/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_006,Adiós,,Paco Cabezas,THE,22/11/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_007,Legado en los huesos,The Legacy of the Bones,Fernando González Molina ,THE,05/12/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_008,Los Rodríguez y el más allá,The Rodriguez and the Beyond,Paco Arango,THE,31/10/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_009,Gente que viene y bah,In Family I Trust,Patricia Font,THE,18/01/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_010,La pequeña Suiza,The Little Switzerland,Kepa Sojo,THE,26/04/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_011,Lo nunca visto,A Remarkable Tale,Marina Seresesky,THE,12/07/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_012,Klaus,,"Sergio Pablos, Carlos Martínez López",THE,08/11/2019,A,,,,,,,,,,,,,,,,,,,
ES2019_013,O que arde,Fire Will Come,Óliver Laxe,THE,10/10/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_014,Aute Retrato,,Gaizka Urresti,THE,12/09/2019,D,,,,,,,,,,,,,,,,,,,
ES2019_015,Historias de nuestro cine,,"Ana Pérez Lorente, Antonio Resines",THE,11/02/2019,D,,,,,,,,,,,,,,,,,,,
ES2019_016,La hija de un ladrón,A Thief's Daughter,Belén Funes,THE,29/11/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_017,El hoyo,The Platform,Galder Gaztelu-Urrutia,THE,08/11/2019,F,,,,,,,,,,,,,,,,,,,
ES2021_043,Enero,,Ione Atenea,THE,29/01/2021,D,,,,,,,,,,,,,,,,,,,
ES2019_018,El crack cero,The Crack: Inception,José Luis Garci,THE,04/10/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_019,Abuelos,Grandfathers,Santiago Requejo,THE,11/10/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_020,4 latas,4L,Gerardo Olivares,THE,01/03/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_021,Vivir dos veces,"Live Twice, Love Once",Maria Ripoll,THE,06/09/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_022,El silencio del pantano,The Silence of the Marsh,Marc Vigil,THE,15/11/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_023,Remember me,,Martín Rosete,THE,01/08/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_024,Salir del ropero,So My Grandma's A Lesbian!,Ángeles Reiné,THE,13/12/2019,F,,,,,,,,,,,,,,,,,,,
ES2019_025,Agur Etxebeste,,"Asier Altuna, Telmo Esnal",THE,26/09/2019,F,,,,,,,,,,,,,,,,,,,
IT2020_001,Tolo Tolo,,Checco Zalone,THE,01/01/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_002,Me contro Te - Il film: La vendetta del Signor S,,Gianluca Leuzzi,THE,17/01/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_003,Odio l'estate,,Massimo Venier,THE,30/01/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_004,Gli anni più belli,,Gabriele Muccino,THE,13/02/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_005,Hammamet,,Gianni Amelio,THE,01/09/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_006,Figli,,Giuseppe Bonito,THE,23/01/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_007,18 regali,,Francesco Amato,THE,01/02/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_008,Padrenostro,,Claudio Noce,THE,24/09/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_009,Volevo nascondermi,,Giorgio Diritti,THE,03/04/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_010,Lacci,,Daniele Luchetti,THE,30/09/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_011,Waiting for the Barbarians,,Ciro Guerra,THE,24/09/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_012,Le sorelle Macaluso,,Emma Dante,THE,09/10/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_013,Miss Marx,,Susanna Nicchiarelli,THE,17/09/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_014,Non odiare,,Mauro Mancini,THE,09/10/2020,F,,,,,,,,,,,,,,,,,,,
