film_id,nat_title,eng_title,director,release_type,release_date,film_type,Close viewing?,,,,,,,,,,,,,,,,,,
ES2021_018,Amanece en Calcuta,,José María Zavala,THE,16/04/2021,D,,,,,,,,,,,,,,,,,,,
ES2021_019,El lodo,Wetland,Iñaki Sánchez,THE,12/10/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_020,100 días con la Tata,100 Days with Tata,Miguel Ángel Muñoz,THE,29/12/2021,D,,,,,,,,,,,,,,,,,,,
ES2021_021,Las consecuencias,The Consequences,Claudia Pinto,THE,17/09/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_022,Nora,Nora,Lara Izagirre,THE,09/03/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_023,Los que buscamos,,Óscar Bernàcer,THE,14/04/2021,D,,,,,,,,,,,,,,,,,,,
ES2021_024,Making Malinche: A Documentary by Nacho Cano,,Marta Hermida and Lana Love,VOD,10/12/2021,D,,,,,,,,,,,,,,,,,,,
ES2021_025,Clown's planet,,Héctor Carré,FES,29/09/2021,D,,,,,,,,,,,,,,,,,,,
ES2021_026,Endless Cinema,,Lucía Tello Díaz,THE,10/06/2021,D,,,,,,,,,,,,,,,,,,,
ES2021_027,"Gustau, La Transicio Al Descobert",,Jaume Domènech,THE,09/04/2021,D,,,,,,,,,,,,,,,,,,,
ES2021_028,La ley del embudo,,Alfredo Carrasco Alonso,FES,23/07/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_029,Occidente,,Jorge Acebo Caneda,THE,18/03/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_030,Retrato de mujer blanca con pelo cano y arrugas,,Ivan Ruiz Flores,THE,19/11/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_031,Piel de barro,,Luís Gibert,FES,30/08/2021,D,,,,,,,,,,,,,,,,,,,
ES2021_032,Tristesse,,Emilio Ruiz Barrachina,FES,02/05/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_033,De Quijotes y semillas,,Patxi Uriz,FES,06/06/2021,D,,,,,,,,,,,,,,,,,,,
ES2021_034,Entre perro y lobo,,Irene Gutiérrez Torres,THE,18/06/2021,D,,,,,,,,,,,,,,,,,,,
ES2021_035,Nueve Sevillas,,Gonzalo García Pelayo and Pedro G. Romero,THE,11/12/2021,D,,,,,,,,,,,,,,,,,,,
ES2021_036,Wan Xia,,Sivia Rey Canudo,FES,20/11/2021,D,,,,,,,,,,,,,,,,,,,
ES2021_037,The Man Who Wanted to See It All,,Albert Albacete,THE,25/03/2021,D,,,,,,,,,,,,,,,,,,,
ES2021_038,Traidores,,Jon Viar,THE,26/03/2021,D,,,,,,,,,,,,,,,,,,,
ES2021_039,Los acordes de la memoria,,Fernando Vera,THE,27/05/2021,D,,,,,,,,,,,,,,,,,,,
ES2021_040,Dos,,Mar Targarona,THE,23/07/2021,F,,,,,,,,,,,,,,,,,,,
ES2021_041,Surcos,,Julio Mazarico,THE,18/05/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_001,No Time to Die,,Cary Joji Fukunaga,THE,28/09/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_002,The King's Man,,Matthew Vaughn,THE,31/12/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_003,Minamata,,Andrew Levitas,THE,13/08/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_004,Last Night in Soho,,Edgar Wright,THE,29/10/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_005,The Father,,Florian Zeller,THE,06/11/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_006,A Boy Called Christmas,,Gil Kenan,THE,26/11/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_007,Supernova,,Harry Macqueen,THE,25/06/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_008,Boxing Day,,Aml Ameen,THE,12/03/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_009,Mothering Sunday,,Eva Husson,THE,11/12/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_010,The Last Bus,,Gillies McKinnon,THE,27/08/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_011,Off the rails,,Jules Williamson,THE,23/07/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_012,The Mauritanian,,Kevin MacDonald,THE,04/02/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_014,Rise of the Footsoldier: Origins,,Nick Nevern,THE,09/03/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_015,To Olivia,,John Hay,VOD,19/02/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_016,Sir Alex Ferguson: Never Give In,,Jason Ferguson,THE,21/05/2021,D,,,,,,,,,,,,,,,,,,,
GB2021_017,After Love,,Aleem Khan,THE,05/07/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_018,Six Minutes to Midnight,,Andy Goddard,THE,26/03/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_019,The Dig,,Simon Stone,VOD,29/01/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_020,The Unforgivable,,Nora Fingscheidt,THE,26/11/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_021,Mosley,,Michael Shevloff,THE,07/09/2021,D,,,,,,,,,,,,,,,,,,,
GB2021_022,Dracula on Holiday,,Robbie Moffat,THE,28/03/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_023,The Football Monologues,,Greg Cruttwell,THE,29/10/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_024,The United Way,,Matt Hodgson,THE,05/10/2021,D,,,,,,,,,,,,,,,,,,,
GB2021_025,Everybody's Talking About Jamie,,"Jonathan Butterell, Tom MacRae, Dan Gillespie Sells",THE,09/10/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_026,The Obscure Life of the Grand Duke of Corsica,,Daniel Graham,THE,17/09/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_027,Great North: A Run. A River. A Region.,,Paul Middleton,THE,09/08/2021,D,,,,,,,,,,,,,,,,,,,
GB2021_028,Red Mist,,Chris Crow,THE,24/09/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_029,Almost Liverpool 8,,"Daniel Draper, Allan Melia",THE,07/09/2021,D,,,,,,,,,,,,,,,,,,,
GB2021_030,Creation Stories,,Nick Moran,FES,24/02/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_031,Twist,,Martin Owen,VOD,29/01/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_032,To Be Someone,,Ray Burdis,VOD,07/09/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_033,The Human Factor,,Dror Moreh,THE,21/05/2021,D,,,,,,,,,,,,,,,,,,,
GB2021_034,The Toll,,Ryan Andrew Hooper,THE,27/08/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_035,Undergods,,Chino Moya,THE,17/05/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_036,Lawrence: After Arabia,,Mark J.T. Griffin,THE,10/09/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_037,Men Who Sing,,Dylan Williams,THE,11/05/2021,D,,,,,,,,,,,,,,,,,,,
GB2021_038,The War Below,,J.P. Watts,THE,09/10/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_039,Janine Jansen Falling for Stradivari,,Gerald Fox,THE,09/02/2021,D,,,,,,,,,,,,,,,,,,,
GB2021_040,Misha and the Wolves,,Sam Hobkinson,THE,09/03/2021,D,,,,,,,,,,,,,,,,,,,
GB2021_041,Bull,,Paul Andrew Williams,THE,11/05/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_042,La Cha Cha,,Kevin Allen,THE,17/09/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_043,Shepherd,,Russell Owen,THE,22/11/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_044,Arsène Wenger: Invincible,,"Gabriel Clarke, Christian Jeanpierre",THE,11/11/2021,D,,,,,,,,,,,,,,,,,,,
GB2021_045,The Colour Room,,Claire McCarthy,THE,11/12/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_046,Rebel Dykes,,"Siân A. Williams, Harri Shanahan",THE,17/03/2021,D,,,,,,,,,,,,,,,,,,,
GB2021_047,Rare Beasts,,Billie Piper,THE,21/05/2021,F,,,,,,,,,,,,,,,,,,,
GB2021_048,Blithe Spirit,,Edward Hall,VOD,15/01/2021,F,,,,,,,,,,,,,,,,,,,
RO2021_001,Babardeala cu bucluc sau porno balamuc,Bad Luck Banging or Loony Porn,Radu Jude,THE,07/05/2021,F,,,,,,,,,,,,,,,,,,,
RO2021_002,Început,Beginning,Răzvan Săvescu,THE,18/02/2021,F,,,,,,,,,,,,,,,,,,,
RO2021_003,Berliner,The Campaign,Marian Crișan,THE,26/02/2021,F,,,,,,,,,,,,,,,,,,,
RO2021_004,Casa cu păpuși,House of Dolls,Tudor Platon,THE,24/09/2021,D,,,,,,,,,,,,,,,,,,,
RO2021_005,Complet necunoscuți,Perfect Strangers,Octavian Strunilă,THE,24/09/2021,F,,,,,,,,,,,,,,,,,,,
RO2021_006,Domnișoara Bovary, ,Dinu Tănase,THE,12/08/2021,F,,,,,,,,,,,,,,,,,,,
RO2021_007,După 40 de zile,No Rest for the Old Lady,Andrei Gruzsniczki,THE,20/08/2021,F,,,,,,,,,,,,,,,,,,,
RO2021_008,Tatăl nostru,Holy Father,Andrei Dăscălescu,THE,15/06/2021,D,,,,,,,,,,,,,,,,,,,
RO2021_009,Întregalde,Întregalde,Radu Muntean,THE,06/08/2021,F,,,,,,,,,,,,,,,,,,,
RO2021_010,Luca,Luca,Horațiu Mălăele,THE,21/05/2021,F,,,,,,,,,,,,,,,,,,,
RO2021_011,Neidentificat,Unidentified,Bogdan George Apetri,THE,06/08/2021,F,,,,,,,,,,,,,,,,,,,
RO2021_012,Otto Barbarul,Otto the Barbarian,Ruxandra Ghițescu,THE,24/09/2021,F,,,,,,,,,,,,,,,,,,,
RO2021_013,"Pup-o, mă! 2: Mireasa nebună","Pup-o, ma2! The crazy bride",Camelia Popa,THE,02/09/2021,F,,,,,,,,,,,,,,,,,,,
RO2021_014,Scara,The Ladder,Vlad Păunescu,THE,15/10/2021,F,,,,,,,,,,,,,,,,,,,
RO2021_015,"Și atunci, ce e libertatea?","So, What's Freedom?",Andrei Zinca,THE,16/07/2021,F,,,,,,,,,,,,,,,,,,,
RO2021_016,Tata mută munții,The Father Who Moves Mountains,Daniel Sandu,THE,23/07/2021,F,,,,,,,,,,,,,,,,,,,
RO2021_017,Glasul care strigă-n pustie,The Voice Crying in the Wilderness,Ciprian Mega,THE,04/10/2021,F,,,,,,,,,,,,,,,,,,,
RO2021_018,"Zăpadă, Ceai și Dragoste","Snow, Tea and Love",Cătălin Bugean,THE,08/09/2021,F,,,,,,,,,,,,,,,,,,,
RO2022_001,#dogpoopgirl,#dogpoopgirl,Andrei Huțuleac,THE,15/04/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_002,Balaur,A Higher Law,Octav Chelaru,THE,09/09/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_003,Capra cu trei iezi,The Goat with Three Kids,Victor Canache,THE,28/10/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_004,Căutătorul de vânt,The Windseeker,Mihai Sofronea,THE,11/03/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_005,Ciné verité, ,Bogdan Dreyer,THE,13/05/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_006,Anul pierdut 1986,Clouds of Chernobyl,Ligia Ciornei,THE,24/06/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_007,Copacul dorințelor: Amintiri din copilărie, ,Andrei Huțuleac,THE,25/03/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_008,Crai nou,Blue Moon,Alina Grigore,THE,03/04/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_009,Dirijorul tăcerilor, ,Ovidiu Georgescu,THE,02/09/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_010,Dosarul 631, ,Marius Th. Barna,THE,13/05/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_011,Fără prelungiri, ,Ștefan Pătrașcu,THE,14/10/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_012,Gata Oricând!: partea întâi - Eroii de la podul Jiului, ,"Sergiu Prodan, Barbu Silviu Tripăduș",THE,02/12/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_013,Grindul șacalilor, ,Nap Toader,THE,09/05/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_014,Hai hui în timp,Wandering in Time,Irina Murgeanu Grigore,THE,02/12/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_015,Imaculat,Immaculate,"Monica Stan, George Chiper",THE,27/05/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_016,Insula, ,Anca Damian,THE,11/11/2022,A,,,,,,,,,,,,,,,,,,,
RO2022_017,Ki kutyája vagyok én?,Whose Dog Am I?,Róbert Lakatos,THE,04/11/2022,D,,,,,,,,,,,,,,,,,,,
RO2022_018,Lebensdorf,Lebensdorf,Valentin Hotea,THE,02/11/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_019,Maria Tănase, ,Mihai Constantinescu,THE,26/08/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_020,Marocco,Mikado,Emanuel Pârvu,THE,07/10/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_021,Metronom,Metronom,Alexandru Belc,THE,04/11/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_022,Mihai Viteazul: Prințul intrat în legenda Europei, ,Mihaela Mihai,THE,15/07/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_023,Miracol,Miracle,Bogdan George Apetri,THE,04/02/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_024,Mirciulică, ,Cristian Ilișuan,THE,07/10/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_025,"Nunți, botezuri, înmormântări","Weddings, Christenings and Funerals",Alexandru Lustig,THE,23/09/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_026,Oameni de treabă,Men of Deeds,Paul Negoescu,THE,25/11/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_027,Om-Câine,Man and Dog,Ștefan Constantinescu,THE,16/09/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_028,Paradisul Naivilor,The Paradise of the Naives,Copel Moscu,THE, 21/09/2022,D,,,,,,,,,,,,,,,,,,,
RO2022_029,R.M.N.,R.M.N.,Cristian Mungiu,THE, 03/06/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_030,Regele Mihai: Drumul către casă,The Last King: Behind the Iron Curtain,John Florescu,FES,17/06/2022,D,,,,,,,,,,,,,,,,,,,
RO2022_031,Rondul de noapte,Night Patrol,Iosif Demian,THE,17/06/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_032,Secretul lui Zorillo,Zorillo's Secret,Robert Eugen Popa,THE,22/04/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_033,Teambuilding,Teambuilding,"Matei Dima, Cosmin Micutzu Nedelcu, Alex Coteț",THE,30/09/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_034,Omul cu umbra,The Man and His Shadow,Dragoș Hanciu,THE,15/04/2022,D,,,,,,,,,,,,,,,,,,,
RO2022_035,Insula muzicii,The Music Island,Cosmin P. Zaharia,THE,06/05/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_036,"Uneori ninge cu zăpadă, alteori cu întuneric",Snowing Darkness,Gabriel Achim,THE,01/07/2022,F,,,,,,,,,,,,,,,,,,,
RO2022_037,Vulturii din Ţaga,Eagles from Ţaga,"Iulian Manuel Ghervas, Adina Popescu",THE,10/11/2022,D,,,,,,,,,,,,,,,,,,,
DE2021_001,Weissbier im Blut, ,Jörg Graser,THE,27/05/2021,F,YES,,,,,,,,,,,,,,,,,,
DE2021_002,Die Vergesslichkeit der Eichhörnchen , ,Marc Dietschreit,THE,22/07/2021,F,YES,,,,,,,,,,,,,,,,,,
DE2021_003,Home,Home,Franka Potente,THE,29/07/2021,F,MAYBE,,,,,,,,,,,,,,,,,,
DE2021_004,Herr Bachmann und seine Klasse ,Mr. Bachmann and His Class,Maria Speth ,THE,16/09/2021,F,YES,,,,,,,,,,,,,,,,,,
DE2021_005,Töchter , ,Nana Neul,THE,10/07/2021,F,YES,,,,,,,,,,,,,,,,,,
DE2021_006,Sommer-Rebellen,Summer Rebels,Martina Sakova,THE,01/07/2021,F,YES,,,,,,,,,,,,,,,,,,
DE2021_007,Walchensee Forever, ,Janna Ji Wonders ,THE,21/10/2021,D,YES,,,,,,,,,,,,,,,,,,
DE2021_008,Mein Sohn ,My Son ,Lena Stahl,THE,18/11/2021,F,MAYBE,,,,,,,,,,,,,,,,,,
DE2021_009,Das schwarze Quadrat,The Black Square ,Peter Meister,THE,25/11/2021,F,YES,,,,,,,,,,,,,,,,,,
DE2021_010,Szenen meiner Ehe, ,Katrin Schlösser,THE,04/08/2021,F,MAYBE,,,,,,,,,,,,,,,,,,
DE2021_011,Kids Run,Kids Run,Barbara Ott,THE,06/03/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_012,Stillstehen, Stay Still,Elisa Mishto,THE,17/06/2021,F,MAYBE,,,,,,,,,,,,,,,,,,
DE2021_013,Stowaway,Stowaway,Joe Penna,THE,24/06/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_014,Catweazle,Catweazle,Sven Unterwaldt Jr.,THE,07/01/2021,F,YES,,,,,,,,,,,,,,,,,,
DE2021_015,Ich bin dein Mensch, I`m Your Man ,Maria Schrader,THE,07/01/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_016,Shorty und das Geheimnis des Zauberriffs, ,Peter Popp,THE,07/08/2021, A,NO,,,,,,,,,,,,,,,,,,
DE2021_017,Im Feuer, Sisters Apart ,Daphne Charizani,THE,15/07/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_018,Nebenan, Next Door ,Daniel Brühl,THE,15/07/2021,F,YES,,,,,,,,,,,,,,,,,,
DE2021_019,Wir alle. Das Dorf, ,"Antonia Traulsen, Claire Roggan",THE,22/07/2021,D,YES,,,,,,,,,,,,,,,,,,
DE2021_020,Gasmann, Gasman ,Arne Körner,THE,22/07/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_021,Glück, Bliss,Henrika Kull,THE,22/07/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_022,Smelliville, The Ogglies ,"Toby Genkel, Jens Møller",THE,22/07/2021,F,MAYBE,,,,,,,,,,,,,,,,,,
DE2021_023,Julia muss sterben, ,Marco Gadge,THE,29/07/2021,F,YES,,,,,,,,,,,,,,,,,,
DE2021_024,Ostwind - Der große Orkan, Windstorm: the great Hurricane ,Lea Schmidbauer,THE,29/07/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_025,Fabian oder Der Gang vor die Hunde, Fabian: Going to the Dogs,Dominik Graf,THE,08/05/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_026,Kaiserschmarrndrama, ,Ed Herzog,THE,08/05/2021, F,NO,,,,,,,,,,,,,,,,,,
DE2021_027,Kultourhelden, ,Wolfram Hannemann,THE,08/05/2021, D,YES,,,,,,,,,,,,,,,,,,
DE2021_028,Look Me Over: Liberace,Look Me Over: Liberace,Jeremy J.P. Fekete,THE,08/05/2021, D,YES,,,,,,,,,,,,,,,,,,
DE2021_029,Kunst kommt aus dem Schnabel wie er gewachsen ist,Art Comes from the Beak the Way It Has Grown ,Sabine Herpich,THE,08/12/2021, D,MAYBE,,,,,,,,,,,,,,,,,,
DE2021_030,Nahschuss, The Last Execution ,Franziska Stünkel,THE,08/12/2021, F,NO,,,,,,,,,,,,,,,,,,
DE2021_031,Neubau, ,Johannes Maria Schmit,THE,08/12/2021, F,YES,,,,,,,,,,,,,,,,,,
DE2021_032,Wem gehört mein Dorf?, Who Owns My Village?,Christoph Eder,THE,08/12/2021, D,YES,,,,,,,,,,,,,,,,,,
DE2021_033,Die Frau des Piloten, Copilot,Anne Zohra Berrached,THE,08/12/2021, F,YES,,,,,,,,,,,,,,,,,,
DE2021_034,König der Raben, King of Ravens ,Piotr J. Lewandowski,THE,19/08/2021, F,NO,,,,,,,,,,,,,,,,,,
DE2021_035,Coup,Coup,Sven O. Hill,THE,26/08/2021, F,NO,,,,,,,,,,,,,,,,,,
DE2021_036,Sky Sharks,Sky Sharks,Marc Fehse,THE,26/08/2021, F,NO,,,,,,,,,,,,,,,,,,
DE2021_037,Tides, The Colony ,Tim Fehlbaum,THE,26/08/2021, F,NO,,,,,,,,,,,,,,,,,,
DE2021_038,Bekenntnisse des Hochstaplers Felix Krull, ,Detlev Buck,THE,09/02/2021, F,NO,,,,,,,,,,,,,,,,,,
DE2021_039,Mary Bauermeister - eins und eins ist drei, ,Carmen Elena Belaschk,THE,10/02/2021, D,YES,,,,,,,,,,,,,,,,,,
DE2021_040,Vic the Viking and the Magic Sword,Vic the Viking and the Magic Sword,Éric Cazes,THE,09/02/2021, A,YES,,,,,,,,,,,,,,,,,,
DE2021_041,1986,1986,Lothar Herzog,THE,09/09/2021,F,YES,,,,,,,,,,,,,,,,,,
DE2021_042,Beckenrand Sheriff, ,Marcus H. Rosenmüller,THE,09/09/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_043,Curveball, Operation Curveball ,Johannes Naber,THE,09/09/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_044,Ein Nasser Hund, Wet Dog ,Damir Lukacevic,THE,09/09/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_045,Ivie wie Ivie, ,Sarah Blaßkiewitz,THE,16/09/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_046,Je Suis Karl, ,Christian Schwochow,THE,16/09/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_047,Gender Crisis, Geschlechterkrise,Malte Wirtz,THE,18/09/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_048,The Royal Game, Schachnovelle ,Philipp Stölzl,THE,23/09/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_049,The Sunlit Night,The Sunlit Night,David Wnendt,THE,23/09/2021,F,MAYBE,,,,,,,,,,,,,,,,,,
DE2021_050,Zu den Sternen,,Nicolai Tegeler,THE,30/09/2021,F,YES,,,,,,,,,,,,,,,,,,
DE2021_051,Nö, ,Dietrich Brüggemann,THE,30/09/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_052,Die Pfefferkörner und der Schatz der Tiefsee, The Peppercorns and the Secret of the Deep Sea,Christian Theede,THE,30/09/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_053,Le Prince, Prince ,Lisa Bierwirth,THE,30/09/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_054,Lost in Face,Lost in Face,Valentin Riedl,THE,30/09/2021, D,YES,,,,,,,,,,,,,,,,,,
DE2021_055,Das Haus, The House ,Rick Ostermann,THE,10/07/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_056,Der Siebzehnte, Come Closer ,"Saskia Walker, Ralf Walker",THE,11/07/2021,F,MAYBE,,,,,,,,,,,,,,,,,,
DE2021_057,Uta, ,Mario Schneider,THE,10/07/2021, D,YES,,,,,,,,,,,,,,,,,,
DE2021_058,Die Schule der magischen Tiere, School of Magical Animals,Gregor Schnitzler,THE,14/10/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_059,Endlich Tacheles, ,"Andrea Schramm, Jana Matthes",THE,14/10/2021, D,YES,,,,,,,,,,,,,,,,,,
DE2021_060,"Es ist nur eine Phase, Hase", ,Florian Gallenberger,THE,14/10/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_061,Eine einsame Stadt, ,Nicola Graef,THE,14/10/2021, D,YES,,,,,,,,,,,,,,,,,,
DE2021_062,Genderation, ,Monika Treut,THE,21/10/2021, D,YES,,,,,,,,,,,,,,,,,,
DE2021_063,Die letzte Stadt, The Last City ,Heinz Emigholz,THE,21/10/2021,F,YES,,,,,,,,,,,,,,,,,,
DE2021_064,Contra, ,Sönke Wortmann,THE,28/10/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_065,Monster Family 2, ,Holger Tappe,THE,11/04/2021, A,NO,,,,,,,,,,,,,,,,,,
DE2021_066,Paris - Kein Tag ohne dich, Paris - No Day Without You ,Ulrike Schaz,THE,11/04/2021, D,NO,,,,,,,,,,,,,,,,,,
DE2021_067,Die Rettung der uns bekannten Welt,,Til Schweiger,THE,11/11/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_068,Eine Handvoll Wasser, A Handfull of Water ,Jakob Zapf,THE,11/11/2021,F,YES,,,,,,,,,,,,,,,,,,
DE2021_069,Windstill,Windstill,Nancy Camaldo,THE,11/11/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_070,Lieber Thomas, Dear Thomas ,Andreas Kleinert,THE,11/11/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_071,Tagundnachtgleiche, Equinox ,Lena Knauss,THE,18/11/2021,F,NO,,,,,,,,,,,,,,,,,,
DE2021_072,Baden gegen Württemberg, ,Andreas Köller,THE,25/11/2021, F,NO,,,,,,,,,,,,,,,,,,
DE2021_073,Bilder (m)einer Mutter, ,Melanie Lischker,THE,25/11/2021, D,MAYBE,,,,,,,,,,,,,,,,,,
DE2021_074,Hannes, ,Hans Steinbichler,THE,25/11/2021, F,NO,,,,,,,,,,,,,,,,,,
DE2021_075,A Pure Place,A Pure Place,Nikias Chryssos,THE,25/11/2022, F,NO,,,,,,,,,,,,,,,,,,
DE2021_076,Plan A, ,"Doron Paz, Yoav Paz",THE,12/09/2021, F,NO,,,,,,,,,,,,,,,,,,
DE2021_077,Zeros and Ones,Zeros and Ones,Abel Ferrara,THE,12/10/2021, F,NO,,,,,,,,,,,,,,,,,,
DE2022_001,Niemand ist bei den Kälbern,No One's with the Calves,Sabrina Sarabi,THE,    20/01/2022, F,NO,,,,,,,,,,,,,,,,,,
DE2022_002,Schattenstunde,The Shadow Hour,Benjamin Martins,THE,27/01/2022, F,YES,,,,,,,,,,,,,,,,,,
DE2022_003,Wunderschön , ,Karoline Herfurth,THE,02/03/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_004,Träume sind wie wilde Tiger,,Lars Montag,THE,3/02/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_005,Der Boandlkramer und die ewige Liebe,,Joseph Vilsmaier,THE,10/02/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_006,Trübe Wolken,Cloudy Clouds,Christian Schäfer,THE,  24/02/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_007,Das Mädchen mit den goldenen Hände,The Girl with the Golden Hands,Katharina M. Schubert,THE,17/02/2022,F,YES,,,,,,,,,,,,,,,,,,
DE2022_008,Der Pfad,The Path,Tobias Wiemann,THE, 17/02/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_009,Europe,Europe,Philip Scheffner,THE,10/03/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_010,Vatersland,,Petra Seeger,THE,10/03/2022,F,MAYBE,,,,,,,,,,,,,,,,,,
DE2022_011,Die Häschenschule - Der große Eierklau,Rabbit Academy: Mission Eggpossible,Ute von Münchow-Pohl,THE,17/03/2022,A,YES,,,,,,,,,,,,,,,,,,
DE2022_012,JGA: Jasmin. Gina. Anna.,,Alireza Golafshan,THE,     24/03/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_013,Trümmermädchen,,Oliver Kracht,THE, 24/03/2022,F,NO,,,,,,,,,,,,,,,,,,
DE2022_014,Moonbound,Moonbound,Ali Samadi Ahadi,THE,    31/03/2022,F,NO,,,,,,,,,,,,,,,,,,
