person_id,person_name,person_nat,,,,,,,,,,,,,,,,,,,,,,,
TBD,Malcolm McDowell,UK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marc Barbé,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marc Betton,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marc Dugain,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marc Fouchard,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marc Lavoine,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marcel Bluwal,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marceline Loridan-Ivens,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Maria Pacôme,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Maria Schneider,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marianne Basler,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marianne Basler,BE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marianne Basler,CH,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marianne Denicourt,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marianne Faithfull,UK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marie Berto,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marie Bunel,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marie France,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marie Laforêt,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marie Laforêt,CH,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marie Pillet,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marie Rivière,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marie-Anne Chazel,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marie-Castille Mention-Schaar,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marie-Christine Adam,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marie-Christine Barrault,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marie-Christine Orry,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marie-France Mignal,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marie-France Pisier,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marie-France Santon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marie-Monique Robin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marie-Pierre Casey,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marilyne Canto,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marilú Marini,AR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marina Foïs,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marisa Berenson,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marisa Borini,IT,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marisa Paredes,ES,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marthe Keller,CH,,,,,,,,,,,,,,,,,,,,,,,
TBD,Marthe Villalonga,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Martin Bourboulon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Martin Lamotte,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Martine Chevallier,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Martine Sarcey,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mary Steenburgen,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mary-Noël Niba,CM,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mathieu Amalric,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mathieu Carrière,DE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mathieu Gérault,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mathieu Kassovitz,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mathilda May,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mathilde Seigner,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Matt Dillon,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Maureen Lipman,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Maurice Bénichou,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Maurice Chevit,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Maurice Garrel,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Maurice Risch,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Max von Sydow,SE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Maxime Roy,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Med Hondo,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Med Hondo,MR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mel Gibson,AU,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mia Hansen-Løve,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michael Lonsdale,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michael Lonsdale,GB,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michale Boganim,IL,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michale Boganim,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Aumont,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Blanc,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Boujenah,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Bouquet,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Duchaussoy,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Fau,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Favory,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Galabru,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Gohou,CI,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Houellebecq,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Jonasz,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Leclerc,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Leeb,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Ocelot,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Piccoli,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Robin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Serrault,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Subor,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michel Vuillermoz,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Micheline Presle,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michelle Fairley,UK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michelle Marquais,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michelle Pfeiffer,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michèle Bernier,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michèle Laroque,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Michèle Moretti,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mikhaël Hers,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Miou-Miou,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mireille Perrier,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mohamed Hamidi,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mohamed Hamidi,DZ,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mona Achache,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mona Achache,MA,,,,,,,,,,,,,,,,,,,,,,,
TBD,Monica Bellucci,IT,,,,,,,,,,,,,,,,,,,,,,,
TBD,Monique Chaumette,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Morgan Freeman,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mouloud Achour,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mouloud Achour,DZ,,,,,,,,,,,,,,,,,,,,,,,
TBD,Muriel Robin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Murielle Magellan,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mylène Demongeot,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mylène Farmer,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Myriam Boyer,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Mélissa Drigeard,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nadia Barentin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nadège Loiseau,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nafsika Guerry-Karamaounas,GR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nafsika Guerry-Karamaounas,CH,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nafsika Guerry-Karamaounas,GB,,,,,,,,,,,,,,,,,,,,,,,
TBD,Natasha Parry,UK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nathalie Baye,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nathalie Boutefeu,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nathalie Delon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nathalie Nattier,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nathalie Richard,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nathan Cogan,IE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nathaniel Hlimi,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Navot Papushado,IL,,,,,,,,,,,,,,,,,,,,,,,
TBD,Naël Marandin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nelly Borgeaud,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nessim Chikhaoui,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nick Nolte,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nicolas Bedos,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nicolas Benamou,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nicolas Briançon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nicolas Cuche,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nicolas Marié,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nicolas Pariser,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nicolas Pleskof,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nicolas Silberg,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nicolas Vanier,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nicolas Vaude,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nicole Calfan,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nicole Croisille,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nicole Garcia,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Niels Arestrup,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nine Antico,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Nora Martirosyan,AM,,,,,,,,,,,,,,,,,,,,,,,
TBD,Noémie Lefort,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Noémie Lvovsky,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Odette Laure,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Odile Mallet,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Olivier Baroux,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Olivier Baroux,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Olivier Broche,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Olivier Claverie,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Olivier Dahan,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Olivier Ducray,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Olivier Gourmet,BE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Olivier Marchal,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Olivier Perrier,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Olivier Peyon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Olivier Rabourdin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Olivier Saladin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Olivier Treiner,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pascal Elbé,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pascal Elbé,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pascal Greggory,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pascal Légitimus,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pascal N'Zonzi,CD,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pascal Plisson,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pascal Rabaté,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pascal Tagnati,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pascale Arbillot,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pascale Roberts,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Patrice Leconte,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Patrice Rocca,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Patricia Mazuy,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Patricia Mazuy,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Patrick Bauchau,BE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Patrick Bosso,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Patrick Bouchitey,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Patrick Bruel,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Patrick Catalifo,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Patrick Chesnais,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Patrick d'Assumçao,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Patrick Descamps,BE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Patrick Puzenat,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Patrick Sobelman,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Patrick Timsit,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Paul Blain,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Paul Le Person,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Paul Verhoeven,NL,,,,,,,,,,,,,,,,,,,,,,,
TBD,Peter Coyote,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Peter Dourountzis,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Brigaud,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Caubère,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Chevallier,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe de Chauveron,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe du Janerand,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Duquesne,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Faucon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Guillard,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Harel,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Lacheau,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Lacôte,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Lacôte,CI,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Laudenbach,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Le Guay,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Lemaire,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Morier-Genoud,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Nahon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Noiret,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Rebbot,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Torreton,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippe Uchan,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Philippine Leroy-Beaulieu,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pierce Brosnan,IE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pierce Brosnan,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pierre Arditi,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pierre Cassignard,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pierre Coré,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pierre Filmon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pierre Meunier,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pierre Mondy,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pierre Pinaud,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pierre Richard,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pierre Santini,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pierre Santini,IT,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pierre Tchernia,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pierre Vaneck,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pierre Vernier,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Pierre-Olivier Scotto,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Quentin Dupieux,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Quentin Reynaud,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Rachid Bouchareb,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Rachid Bouchareb,DZ,,,,,,,,,,,,,,,,,,,,,,,
TBD,Rana Kazkaz,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Ray Wise,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Raymond Bouchard,CA,,,,,,,,,,,,,,,,,,,,,,,
TBD,Rebecca Zlotowski,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Renaud Rutten,BE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Renée Le Calm,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Richard Anconina,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Richard Berry,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Richard Bohringer,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Richard Fréchette,CA,,,,,,,,,,,,,,,,,,,,,,,
TBD,Robert Charlebois,CA,,,,,,,,,,,,,,,,,,,,,,,
TBD,Robert Coudray,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Robert de Niro,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Robert Guédiguian,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Robert Kramer,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Robert Rollis,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Robert Willar,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Roberta Torre,IT,,,,,,,,,,,,,,,,,,,,,,,
TBD,Roberto Herlitzka,IT,,,,,,,,,,,,,,,,,,,,,,,
TBD,Roger Dumas,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Roger Ibáñez,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Roger Mirmont,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Roland Bertin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Roland Blanche,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Roland Giraud,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Romain Goupil,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Romain Quirot,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Romane Gueret,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Romy Trajman,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Ronald Guttman,BE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Rosanna Arquette,US,,,,,,,,,,,,,,,,,,,,,,,
TBD,Roschdy Zem,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Rossy de Palma,ES,,,,,,,,,,,,,,,,,,,,,,,
TBD,Rufus,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Ruggero Raimondi,IT,,,,,,,,,,,,,,,,,,,,,,,
TBD,Rutger Hauer,NL,,,,,,,,,,,,,,,,,,,,,,,
TBD,Régis Laspalès,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Régis Sauder,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Rémy Girard,CA,,,,,,,,,,,,,,,,,,,,,,,
TBD,Rémy Roubakha,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Rüdiger Vogler,DE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sabine Azéma,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sam Karmann,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sam Louwyck,BE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sam Neill,UK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sam Neill,NZ,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sami Bouajila,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sami Frey,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Samir Guesmi,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Samuel Benchetrit,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Samuel Churin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Samuel Tourneux,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sandrine Bonnaire,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sandrine Dumas,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sandrine Kiberlain,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Santiago Mitre,AR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sebastian Koch,DE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Serge Avedikian,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Serge Avédikian,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Serge Bozon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Serge Merlin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Serge Moati,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Serge Papagalli,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Serge Riaboukine,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sergi López,ES,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sergio Castellito,IT,,,,,,,,,,,,,,,,,,,,,,,
TBD,Shozo Awazu,JP,,,,,,,,,,,,,,,,,,,,,,,
TBD,Shulamit Adar,?,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sid Ahmed Agoumi,DZ,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sidse Babett Knudsen,DK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sim,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Simon Abkarian,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Smaïn Faïrouze,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sophie Guillemin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sophie Marceau,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sotigui Kouyaté,ML,,,,,,,,,,,,,,,,,,,,,,,
TBD,Souad Amidou,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Stanislas Merhar,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Stanley Townsend,IE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Stefania Sandrelli,IT,,,,,,,,,,,,,,,,,,,,,,,
TBD,Stellan Skarsgård,CH,,,,,,,,,,,,,,,,,,,,,,,
TBD,Stephen Rea,IE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sting,UK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Stéphan Wojtowicz,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Stéphane Brizé,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Stéphane De Groodt,BE,,,,,,,,,,,,,,,,,,,,,,,
TBD,Stéphane Foenkinos,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Stéphane Freiss,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Susana Lastreto,UY,,,,,,,,,,,,,,,,,,,,,,,
TBD,Suzanne Clément,CA,,,,,,,,,,,,,,,,,,,,,,,
TBD,Suzanne Flon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Suzanne Lindon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sylvain Desclous,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sylvain Labrosse,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sylvie Audcoeur,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sylvie Granotier,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sylvie Joly,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sylvie Ohayon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sylvie Testud,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sylvie Vartan,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sébastien Betbeder,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sébastien Blemon,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Sébastien Marnier,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Tanya Lopert,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Tarzan Nasser,PL,,,,,,,,,,,,,,,,,,,,,,,
TBD,Tassadit Mandi,DZ,,,,,,,,,,,,,,,,,,,,,,,
TBD,Tchéky Karyo,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Terence Stamp,UK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Terry Gilliam,UK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Terry Jones,UK,,,,,,,,,,,,,,,,,,,,,,,
TBD,Thibault de Montalembert,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Thibault Segouin,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Thierry de Peretti,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Thierry Dechilly,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Thierry Godard,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Thierry Lhermitte,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Thitia Marquez,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Thomas Chabrol,FR,,,,,,,,,,,,,,,,,,,,,,,
TBD,Thomas Gilou,FR,,,,,,,,,,,,,,,,,,,,,,,
