id,type,slug,name,birthYear,deathYear,nationality,gender,character,director
Mario Tronco,Person,mario-tronco,Mario Tronco,1962,0,Italy,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Musical', 'id': 'IT2019_069', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'it2019-069-il-flauto-magico-di-piazza-vittorio', 'tags': 'interracial relationships', 'title': {'english': '', 'native': 'Il flauto magico di Piazza Vittorio'}}]"
Mario Vargas Llosa,Person,mario-vargas-llosa,Mario Vargas Llosa,1936,0,Dominican Republic (the),Male identifying,,
Marion Alessandra Becker,Person,marion-alessandra-becker,Marion Alessandra Becker,1963,0,Germany,Female identifying,,
Marion Bailey,Person,marion-bailey,Marion Bailey,1951,0,United Kingdom of Great Britain and Northern Ireland (the),Female identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Crime', 'id': 'GB2018_015', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'gb2018-015-dead-in-a-week-or-your-money-back', 'tags': 'ageism', 'title': {'english': '', 'native': 'Dead in a Week Or Your Money Back'}}, 'gender': 'Female identifying', 'id': 'GB2018_015_02', 'origin': 'White Western European', 'profession': 'Unemployed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Marion Brasch,Person,marion-brasch,Marion Brasch,1961,0,Germany,Female identifying,,
Marion Laine,Person,marion-laine,Marion Laine,0,0,France,Female identifying,,"[{'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'FR2020_055', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'fr2020-055-voir-le-jour', 'tags': 'artistic creation', 'title': {'english': 'Into the World', 'native': 'Voir le jour'}}]"
Marion Lippmann,Person,marion-lippmann,Marion Lippmann,0,0,France,Female identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'FR2020_102', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'VOD release', 'year': 0}, 'slug': 'fr2020-102-les-belles-dames', 'tags': 'caregiving', 'title': {'english': '', 'native': 'Les Belles Dames'}}]"
Marion Mitterhammer,Person,marion-mitterhammer,Marion Mitterhammer,1965,0,Austria,Female identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'DE2020_030', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'de2020-030-bleichercode-der-film', 'tags': 'intergenerational conflict', 'title': {'english': '', 'native': 'Bleichercode der Film'}}, 'gender': 'Female identifying', 'id': 'DE2020_030_01', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Marion Vernoux,Person,marion-vernoux,Marion Vernoux,1966,0,France,Female identifying,,"[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'FR2018_135', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'fr2018-135-bonhomme', 'tags': 'state institutions', 'title': {'english': 'My Guy', 'native': 'Bonhomme'}}]"
Marisa Berenson,Person,marisa-berenson,Marisa Berenson,1947,0,United States of America (the),Female identifying,,
Marisa Borini,Person,marisa-borini,Marisa Borini,1930,0,Italy,Female identifying,,
Marisa Laurito,Person,marisa-laurito,Marisa Laurito,1951,0,Italy,Female identifying,,
Marisa Paredes,Person,marisa-paredes,Marisa Paredes,1946,0,Spain,Female identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Thriller', 'id': 'ES2018_008', 'production': {'country': 'Denmark', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'es2018-008-petra', 'tags': 'self-employment', 'title': {'english': '', 'native': 'Petra'}}, 'gender': 'Female identifying', 'id': 'ES2018_008_02', 'origin': 'White Western European', 'profession': 'Unemployed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Marisa Tomei,Person,marisa-tomei,Marisa Tomei,1964,0,United States of America (the),Female identifying,,
Marisa Vallejo,Person,marisa-vallejo,Marisa Vallejo,0,0,Spain,Female identifying,,
Marisa Vallone,Person,marisa-vallone,Marisa Vallone,1984,0,Italy,Female identifying,,"[{'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'IT2023_052', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'it2023-052-la-terra-delle-donne', 'tags': 'regional identity', 'title': {'english': 'Land of Women', 'native': 'La terra delle donne'}}]"
Marisol Ayuso,Person,marisol-ayuso,Marisol Ayuso,1943,0,Spain,Female identifying,"[{'ability': 'Able-bodied', 'age': '4: Fourth Age (>75)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Science Fiction', 'id': 'ES2023_019', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2010}, 'slug': 'es2023-019-mi-otro-jon', 'tags': 'technology', 'title': {'english': '', 'native': 'Mi otro Jon'}}, 'gender': 'Female identifying', 'id': 'ES2023_019_05', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Marisol Carnicero,Person,marisol-carnicero,Marisol Carnicero,1950,0,Spain,Female identifying,,
Marita Breuer,Person,marita-breuer,Marita Breuer,1953,0,Germany,Female identifying,,
Marita Stocker,Person,marita-stocker,Marita Stocker,0,0,Unknown,Unknown,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'DE2023_024', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'de2023-024-rock-chicks-i-am-not-female-to-you', 'tags': 'cultural memory', 'title': {'english': 'Rock Chicks - I am not Female to You', 'native': 'Rock Chicks - I am not Female to You'}}]"
Marius Bodochi,Person,marius-bodochi,Marius Bodochi,1959,0,Romania,Male identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Lower class', 'film': {'filmType': 'Fiction film', 'genre': 'Horror', 'id': 'RO2022_003', 'production': {'country': 'Romania', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'ro2022-003-capra-cu-trei-iezi', 'tags': 'independent home', 'title': {'english': 'The Goat with Three Kids', 'native': 'Capra cu trei iezi'}}, 'gender': 'Male identifying', 'id': 'RO2022_003_02', 'origin': 'White Eastern European', 'profession': 'Unknown', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}]",
Marius Müller-Westernhagen,Person,marius-muller-westernhagen,Marius Müller-Westernhagen,1948,0,Germany,Male identifying,,
Marius Olteanu,Person,marius-olteanu,Marius Olteanu,1979,0,Romania,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Romance', 'id': 'RO2019_010', 'production': {'country': 'Romania', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'ro2019-010-monstri', 'tags': '', 'title': {'english': 'Monsters', 'native': 'Monștri.'}}]"
Marius Oprea,Person,marius-oprea,Marius Oprea,1964,0,Romania,Male identifying,,
Marius Th. Barna,Person,marius-th-barna,Marius Th. Barna,1960,0,Romania,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'RO2022_010', 'production': {'country': 'Romania', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'ro2022-010-dosarul-631', 'tags': 'state institutions', 'title': {'english': '', 'native': 'Dosarul 631'}}, {'filmType': 'Documentary', 'genre': 'Documentary – Expository mode', 'id': 'RO2020_010', 'production': {'country': 'Romania', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'ro2020-010-nostalgia-dictaturii', 'tags': 'cultural memory', 'title': {'english': '', 'native': 'Nostalgia dictaturii'}}]"
Mark Forstater,Person,mark-forstater,Mark Forstater,1943,0,United States of America (the),Male identifying,"[{'ability': 'Able-bodied', 'age': '4: Fourth Age (>75)', 'assistedMobility': 'No', 'class': 'Unknown', 'film': {'filmType': 'Fiction film', 'genre': 'Romance', 'id': 'GB2019_061', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'gb2019-061-london-unplugged', 'tags': 'self-employment', 'title': {'english': '', 'native': 'London Unplugged'}}, 'gender': 'Male identifying', 'id': 'GB2019_061_05', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Mark Gatiss,Person,mark-gatiss,Mark Gatiss,1966,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'GB2022_005', 'production': {'country': 'United States of America (the)', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'gb2022-005-operation-mincemeat', 'tags': 'superior-employee relationship', 'title': {'english': '', 'native': 'Operation Mincemeat'}}, 'gender': 'Male identifying', 'id': 'GB2022_005_03', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Mark Gillis,Person,mark-gillis,Mark Gillis,0,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'GB2018_034', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2012}, 'slug': 'gb2018-034-sink', 'tags': '2008 crisis', 'title': {'english': '', 'native': 'Sink'}}]"
Mark Hughes,Person,mark-hughes,Mark Hughes,1963,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Mark J.T. Griffins,Person,mark-j-t-griffins,Mark J.T. Griffins,0,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Mark Jenkin,Person,mark-jenkin,Mark Jenkin,1976,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Horror', 'id': 'GB2023_016', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'gb2023-016-enys-men', 'tags': 'low rank employment', 'title': {'english': '', 'native': 'Enys Men'}}]"
Mark Knopfler,Person,mark-knopfler,Mark Knopfler,1949,0,United Kingdom of Great Britain and Northern Ireland (the),Unknown,,
Mark Lewis Jones,Person,mark-lewis-jones,Mark Lewis Jones,1964,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'GB2023_025', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'gb2023-025-bolan-s-shoes', 'tags': 'precarity', 'title': {'english': '', 'native': ""Bolan's Shoes""}}, 'gender': 'Male identifying', 'id': 'GB2023_025_02', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'GB2023_033', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'gb2023-033-y-swn', 'tags': 'state institutions', 'title': {'english': '', 'native': 'Y Swn'}}, 'gender': 'Male identifying', 'id': 'GB2023_033_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Unknown'}, {'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Upper class', 'film': {'filmType': 'Fiction film', 'genre': 'Thriller', 'id': 'GB2022_051', 'production': {'country': 'United States of America (the)', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'gb2022-051-munich-the-edge-of-war', 'tags': 'state institutions', 'title': {'english': '', 'native': 'Munich: The Edge of War'}}, 'gender': 'Male identifying', 'id': 'GB2022_051_02', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Mark Penfold,Person,mark-penfold,Mark Penfold,0,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Mark Rylance,Person,mark-rylance,Mark Rylance,1960,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,"[{'ability': 'Able-bodied', 'age': '1: Early Middle age (<55)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Historical film (Heritage Film)', 'id': 'GB2022_014', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'gb2022-014-the-phantom-of-the-open', 'tags': 'class conflict', 'title': {'english': '', 'native': 'The Phantom of the Open'}}, 'gender': 'Male identifying', 'id': 'GB2022_014_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'War Film', 'id': 'IT2020_011', 'production': {'country': 'United States of America (the)', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'it2020-011-waiting-for-the-barbarians', 'tags': 'colony', 'title': {'english': '', 'native': 'Waiting for the Barbarians'}}, 'gender': 'Male identifying', 'id': 'IT2020_011_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Thriller', 'id': 'GB2023_035', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'gb2023-035-inland', 'tags': 'personal memory', 'title': {'english': '', 'native': 'Inland'}}, 'gender': 'Male identifying', 'id': 'GB2023_035_01', 'origin': 'White North American', 'profession': 'Self-employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Mark Schlichter,Person,mark-schlichter,Mark Schlichter,1962,0,Germany,Male identifying,,"[{'filmType': 'Fiction film', 'genre': ""Children's Film"", 'id': 'DE2019_033', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'de2019-033-alfons-zitterbacke-das-chaos-ist-zuruck', 'tags': '', 'title': {'english': 'Alfons Zitterbacke', 'native': 'Alfons Zitterbacke: Das Chaos ist zurück'}}, {'filmType': 'Fiction film', 'genre': ""Children's Film"", 'id': 'DE2022_051', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'de2022-051-alfons-zitterbacke-endlich-klassenfahrt', 'tags': '', 'title': {'english': '', 'native': 'Alfons Zitterbacke - Endlich Klassenfahrt!'}}]"
Mark Strong,Person,mark-strong,Mark Strong,1963,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Coming of Age', 'id': 'GB2020_001', 'production': {'country': 'United States of America (the)', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'gb2020-001-1917', 'tags': 'state institutions', 'title': {'english': '', 'native': '1917'}}, 'gender': 'Male identifying', 'id': 'GB2020_001_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Mark Tandy,Person,mark-tandy,Mark Tandy,1957,0,Ireland,Male identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'GB2018_062', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'gb2018-062-surviving-christmas-with-the-relatives', 'tags': 'religion', 'title': {'english': 'Christmas Survival', 'native': 'Surviving Christmas with the Relatives'}}, 'gender': 'Male identifying', 'id': 'GB2018_062_03', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Mark Wingett,Person,mark-wingett,Mark Wingett,1961,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Thriller', 'id': 'GB2018_027', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'gb2018-027-milk-and-honey-the-movie', 'tags': 'interracial relationships', 'title': {'english': '', 'native': 'Milk and Honey: The Movie'}}, 'gender': 'Male identifying', 'id': 'GB2018_026_01', 'origin': 'White Western European', 'profession': 'Self-employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Musical', 'id': 'GB2021_031', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'VOD release', 'year': 2021}, 'slug': 'gb2021-031-to-be-someone', 'tags': 'legacy', 'title': {'english': '', 'native': 'To Be Someone'}}, 'gender': 'Male identifying', 'id': 'GB2021_031_02', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Marta Savina,Person,marta-savina,Marta Savina,1989,0,Italy,Female identifying,,"[{'filmType': 'Fiction film', 'genre': 'Historical film (Heritage Film)', 'id': 'IT2023_048', 'production': {'country': 'France', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'it2023-048-primadonna', 'tags': 'women empowerment', 'title': {'english': 'The Girl from Tomorrow', 'native': 'Primadonna'}}]"
Marta Sentís,Person,marta-sentis,Marta Sentís,1949,0,Spain,Male identifying,,
Marten Persiel,Person,marten-persiel,Marten Persiel,1974,0,Germany,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'DE2022_055', 'production': {'country': 'Netherlands (the)', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'de2022-055-everything-will-change', 'tags': 'non-human companionship', 'title': {'english': 'Everything Will Change', 'native': 'Everything Will Change'}}]"
Martha Pinson,Person,martha-pinson,Martha Pinson,0,0,United Kingdom of Great Britain and Northern Ireland (the),Female identifying,,"[{'filmType': 'Fiction film', 'genre': 'War Film', 'id': 'GB2019_068', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'gb2019-068-tomorrow', 'tags': 'disability', 'title': {'english': '', 'native': 'Tomorrow'}}]"
Marthe Cohn,Person,marthe-cohn,Marthe Cohn,1920,0,France,Female identifying,,
Marthe Keller,Person,marthe-keller,Marthe Keller,1945,0,Switzerland,Female identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Road Movie', 'id': 'FR2019_049', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'fr2019-049-on-ment-toujours-a-ceux-qu-on-aime', 'tags': 'retirement', 'title': {'english': 'Sing Me Back Home', 'native': ""On ment toujours à ceux qu'on aime""}}, 'gender': 'Female identifying', 'id': 'FR2019_049_02', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Chronic illness', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'FR2019_015', 'production': {'country': 'Belgium', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'fr2019-015-l-ordre-des-medecins', 'tags': 'high rank employment', 'title': {'english': 'Breath of Life', 'native': ""L'Ordre des médecins""}}, 'gender': 'Female identifying', 'id': 'FR2019_015_01', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Marthe Villalonga,Person,marthe-villalonga,Marthe Villalonga,1932,0,France,Female identifying,,
Martin Adams,Person,martin-adams,Martin Adams,1956,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Martin Armknecht,Person,martin-armknecht,Martin Armknecht,1962,0,Germany,Male identifying,,
Martin Bentz,Person,martin-bentz,Martin Bentz,1961,0,Germany,Male identifying,,
Martin Bourboulon,Person,martin-bourboulon,Martin Bourboulon,1979,0,France,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Biopic', 'id': 'FR2021_083', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'fr2021-083-eiffel', 'tags': 'wealth', 'title': {'english': 'Eiffel', 'native': 'Eiffel'}}]"
Martin Brambach,Person,martin-brambach,Martin Brambach,1967,0,Germany,Male identifying,,
Martin Busker,Person,martin-busker,Martin Busker,1980,0,Germany,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Coming of Age', 'id': 'DE2019_093', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'de2019-093-zoros-solo', 'tags': 'power', 'title': {'english': '', 'native': 'Zoros Solo'}}]"
Martin Edwards,Person,martin-edwards,Martin Edwards,1945,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Martin Farkas,Person,martin-farkas,Martin Farkas,1964,0,Germany,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'DE2018_029', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'de2018-029-living-in-demmin', 'tags': 'collective trauma', 'title': {'english': 'Living in Demmin', 'native': 'Living in Demmin'}}]"
Martin Gore,Person,martin-gore,Martin Gore,1961,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Martin Gressmann,Person,martin-gressmann,Martin Gressmann,1953,0,Germany,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'DE2022_083', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'de2022-083-nicht-verrecken', 'tags': 'personal trauma', 'title': {'english': '', 'native': 'Nicht verrecken'}}]"
Martin Herdman,Person,martin-herdman,Martin Herdman,1956,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Lower class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'GB2018_034', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2012}, 'slug': 'gb2018-034-sink', 'tags': 'class solidarity', 'title': {'english': '', 'native': 'Sink'}}, 'gender': 'Male identifying', 'id': 'GB2018_034_01', 'origin': 'White Western European', 'profession': 'Unemployed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Martin Indyk,Person,martin-indyk,Martin Indyk,1951,0,United States of America (the),Male identifying,,
Martin Keown,Person,martin-keown,Martin Keown,1966,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Martin Lamotte,Person,martin-lamotte,Martin Lamotte,1947,0,France,Male identifying,,
Martin Margiela,Person,martin-margiela,Martin Margiela,1957,0,Belgium,Male identifying,,
Martin McDonagh,Person,martin-mcdonagh,Martin McDonagh,1970,0,Ireland,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Detective Thriller', 'id': 'GB2018_004', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'gb2018-004-three-billboards-outside-ebbing-missouri', 'tags': 'women empowerment', 'title': {'english': '', 'native': 'Three Billboards Outside Ebbing, Missouri'}}]"
Martin Muncaster,Person,martin-muncaster,Martin Muncaster,1934,2024,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Martin Owen,Person,martin-owen,Martin Owen,0,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'GB2022_027', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'First festival screening', 'year': 2022}, 'slug': 'gb2022-027-the-loneliest-boy-in-the-world', 'tags': 'natural death', 'title': {'english': '', 'native': 'The Loneliest Boy in the World'}}, {'filmType': 'Fiction film', 'genre': 'Heist', 'id': 'GB2021_030', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'VOD release', 'year': 2021}, 'slug': 'gb2021-030-twist', 'tags': 'wealth', 'title': {'english': '', 'native': 'Twist'}}]"
Martin Provost,Person,martin-provost,Martin Provost,1957,0,France,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'FR2020_039', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'fr2020-039-la-bonne-epouse', 'tags': 'accidental death', 'title': {'english': 'How to Be a Good Wife', 'native': 'La Bonne Épouse'}}]"
Martin Schreier,Person,martin-schreier,Martin Schreier,1980,0,Germany,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'DE2019_058', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'de2019-058-traumfabrik', 'tags': '', 'title': {'english': 'Dreamfactory', 'native': 'Traumfabrik'}}]"
